"Name","Bank","Term","NoEmp","NewExist","LowDoc","DisbursementGross","MIS_Status","GrAppv","SBA_Appv","Status","pHat","yHat","Accuracy","TP","TN","FP","FN"
"Anytime Fitness Saint Paul","WELLS FARGO BANK NATL ASSOC",84,2,"2","N",88500,"P I F",88500,75225,"1",0.798727570217166,1,1,1,0,0,0
"NELSONS","BANK OF AMERICA NATL ASSOC",60,5,"1","N",50000,"P I F",50000,25000,"1",0.731466314401964,1,1,1,0,0,0
"THE SPORTSCENTER OF DANVILLE","PNC BANK, NATIONAL ASSOCIATION",108,1,"2","N",215000,"P I F",215000,161250,"1",0.865211553270923,1,1,1,0,0,0
"DRAPERY WORLD, INC.","BRANCH BK. & TR CO",180,8,"1","N",196000,"P I F",196000,147000,"1",0.980366453162873,1,1,1,0,0,0
"S AND J LLC","SUPERIOR FINANCIAL GROUP, LLC",120,1,"2","N",7500,"P I F",7500,6750,"1",0.908430211051728,1,1,1,0,0,0
"J Hyland Co","U.S. BANK NATIONAL ASSOCIATION",84,24,"1","N",77489,"P I F",40000,20000,"1",0.866182583526626,1,1,1,0,0,0
"THE SECRET VINEYARD DAY SPA","COMPASS BANK",120,5,"2","Y",50000,"P I F",50000,42500,"1",0.966485236491892,1,1,1,0,0,0
"BELLE BEAU CLOTHIERS, INC.","U.S. BANK NATIONAL ASSOCIATION",29,74,"1","N",155000,"P I F",155000,139500,"1",0.745290737153378,1,1,1,0,0,0
"SIR PIZZA OF SILER CITY, INC.","BRANCH BK. & TR CO",84,2,"2","N",65000,"P I F",65000,58500,"1",0.801441788728321,1,1,1,0,0,0
"TROPICAL ADVENTURES IN EDUCATI","WELLS FARGO BANK NATL ASSOC",71,1,"1","N",64572,"P I F",30000,15000,"1",0.780946282511595,1,1,1,0,0,0
"COLLEGE DENTAL LABORATORIES","WISCONSIN BUS. DEVEL FINAN COR",240,35,"1","N",209000,"P I F",209000,209000,"1",0.996937615191315,1,1,1,0,0,0
"CYBER-DYNE VENDING, LLC","FIFTH THIRD BANK",83,2,"1","Y",82000,"P I F",82000,69700,"1",0.929495808476123,1,1,1,0,0,0
"PILAEXX, INC","WELLS FARGO BANK NATL ASSOC",300,8,"1","N",1000000,"P I F",1000000,750000,"1",0.99821215966827,1,1,1,0,0,0
"B & L YOUNG INC","MINNESOTA BUS. FINAN CORP",240,4,"1","N",189000,"P I F",193000,193000,"1",0.995520643055064,1,1,1,0,0,0
"Healing Hearts Family Counseli","SUMMIT CU",39,5,"1","N",8000,"P I F",8000,4000,"1",0.629123218963241,1,1,1,0,0,0
"Caribou Technologies, Inc.","ANCHOR BANK NATL ASSOC",84,11,"2","N",289500,"P I F",100000,50000,"1",0.830022970177314,1,1,1,0,0,0
"SMOOTHIE KING","BANK OF AMERICA NATL ASSOC",90,10,"1","N",123000,"P I F",123000,92250,"1",0.854539399402447,1,1,1,0,0,0
"CHOP HOUSE INC","GREAT WESTERN BANK",12,20,"2","N",25000,"P I F",25000,21250,"1",0.465976522605679,0,0,0,0,0,1
"PREFERRED LASER SERVICES","U.S. BANK NATIONAL ASSOCIATION",12,5,"1","Y",80000,"CHGOFF",80000,72000,"0",0.70610620437661,1,0,0,0,1,0
"EDWARD A. SMITH, MD, INC.","COAST NATIONAL BANK",144,4,"1","N",145000,"P I F",145000,123250,"1",0.953924878467544,1,1,1,0,0,0
"DAV KEL, INC. DBA MOUNTAIN AIR","CAPITAL ONE NATL ASSOC",64,10,"1","N",100000,"CHGOFF",100000,50000,"0",0.752366792365336,1,0,0,0,1,0
"HEADS UP BREWING COMPANY","KITSAP BANK",24,3,"1","N",30000,"P I F",30000,22500,"1",0.530689627715976,1,1,1,0,0,0
"HB FITNESS CONSULTING INC","BBCN BANK",36,1,"1","N",5000,"CHGOFF",5000,4250,"0",0.601259022352844,1,0,0,0,1,0
"RIDGEWOOD CORP. D/B/A KELLY CH","FEDERAL DEPOSIT INSUR CORP",248,4,"1","N",500000,"CHGOFF",500000,450000,"0",0.995663745894778,1,0,0,0,1,0
"SCRAPBOOK OASIS","AMERIS BANK",84,3,"2","Y",75000,"P I F",75000,63750,"1",0.91970486197364,1,1,1,0,0,0
"FIRST STEP THE NURTURING PLACE","LIBERTY BANK",240,37,"1","N",327200,"P I F",327300,245475,"1",0.996520545643788,1,1,1,0,0,0
"S. A. MECHANICAL","SOUTHWESTERN BUS. FINANCING CO",180,55,"1","N",45000,"P I F",45000,45000,"1",0.990136057356296,1,1,1,0,0,0
"PRODENTAL","THE BANK OF MISSOURI",60,69,"1","N",250000,"P I F",250000,125000,"1",0.830581886995068,1,1,1,0,0,0
"U BUILD IT","BANK OF HAWAII",48,4,"1","N",50000,"P I F",50000,25000,"1",0.666981221945299,1,1,1,0,0,0
"RIVER CITIES JEWELERS INC","CHOICE FINANCIAL GROUP",12,2,"1","N",15000,"P I F",15000,7500,"1",0.45515340097539,0,0,0,0,0,1
"WHITEHURST FISH & CHIP","HANMI BANK",204,1,"1","N",169000,"P I F",169000,126750,"1",0.98825361309206,1,1,1,0,0,0
"El Paso Barbeque Company, Inc.","READYCAP LENDING, LLC",90,2,"2","N",465000,"CHGOFF",593000,444750,"0",0.745367265082612,1,0,0,0,1,0
"DEJACK'S COUNTRY STORE","WELLS FARGO BANK NATL ASSOC",240,5,"1","N",365000,"P I F",365000,292000,"1",0.994842415160264,1,1,1,0,0,0
"Reliance Abstract Company","DESERET FIRST FCU",9,15,"1","N",99364,"CHGOFF",40000,20000,"0",0.482291728108136,0,1,0,1,0,0
"YOSEMITE ARCO/ALAMO CHEVRON","WELLS FARGO BANK NATL ASSOC",132,13,"1","N",350000,"P I F",350000,262500,"1",0.936381141633919,1,1,1,0,0,0
"BUENA CREEK NURSERY INC","CITIBANK, N.A.",84,15,"1","N",100000,"P I F",100000,50000,"1",0.8409130416163,1,1,1,0,0,0
"Quality Transportation Service","BANK OF AMERICA NATL ASSOC",84,3,"2","N",9400,"P I F",10000,5000,"1",0.806383394634844,1,1,1,0,0,0
"NEMO NET","F&M BANK AND TRUST COMPANY",120,2,"2","Y",50000,"P I F",50000,45000,"1",0.96537998538725,1,1,1,0,0,0
"JOSHUA JENSON CPA PC","FIRST COMMERCIAL BANK",60,4,"1","N",24000,"P I F",24000,12000,"1",0.734240390022679,1,1,1,0,0,0
"J & J Auto Body Paint & Collis","BANK OF AMERICA NATL ASSOC",64,3,"1","N",10000,"CHGOFF",10000,5000,"0",0.753346962776771,1,0,0,0,1,0
"HARRELL INFORMATION SYSTEMS L.","BANK OF AMERICA NATL ASSOC",49,3,"1","N",11000,"CHGOFF",7500,3750,"0",0.679825537581654,1,0,0,0,1,0
"SUNDANCE CORRUGATED PRODUCTS L","ZIONS FIRST NATIONAL BANK",88,2,"1","N",21000,"CHGOFF",30000,25500,"0",0.843123226518924,1,0,0,0,1,0
"ROCHETTE'S, INC. AND DENNIS RO","FIRSTMERIT BANK, N.A.",120,40,"1","N",430000,"P I F",430000,301000,"1",0.933655792603329,1,1,1,0,0,0
"S&J MOTOR, INC.","GRANITE ST. ECONOMIC DEVEL COR",240,6,"1","N",76000,"P I F",76000,76000,"1",0.995800645844513,1,1,1,0,0,0
"CANDY JAR BY CANDY LAYN","NATIONAL BANK OF MIDDLEBURY",60,2,"2","Y",15000,"P I F",15000,12000,"1",0.866023893720642,1,1,1,0,0,0
"AWL WHOLESALE ELECTRIC","BANK OF SALEM",120,2,"1","N",80000,"P I F",80000,72000,"1",0.920939732813134,1,1,1,0,0,0
"SAN RAMON VALLEY WINE & SPIRIT","FREMONT BANK",120,6,"1","N",200000,"P I F",200000,150000,"1",0.917403012711539,1,1,1,0,0,0
"ATRIUM CLEANERS","1ST UNITED BANK",82,5,"2","N",92000,"P I F",92000,73600,"1",0.795426822590618,1,1,1,0,0,0
"MIDWEST AIREND & PUMP","HOMETOWN BANK NATL ASSOC",84,4,"2","Y",42500,"P I F",42500,36125,"1",0.921856455479902,1,1,1,0,0,0
"Event Plus NY, Inc.","JPMORGAN CHASE BANK NATL ASSOC",58,3,"1","N",85700,"CHGOFF",85700,42850,"0",0.709239853055201,1,0,0,0,1,0
"Ash Trading Corp.","MANUFACTURERS & TRADERS TR CO",90,3,"2","N",175000,"P I F",175000,131250,"1",0.812757271798474,1,1,1,0,0,0
"ALL COLOR GRAPHICS","F&M BANK AND TRUST COMPANY",60,6,"1","N",20000,"P I F",20000,18000,"1",0.741994804761394,1,1,1,0,0,0
"STERLING MACHING CO","WELLS FARGO BANK NATL ASSOC",240,7,"1","N",105000,"P I F",105000,94500,"1",0.995751911323299,1,1,1,0,0,0
"PICKETT ENGINEERING INC","ADVANTAGE BANK",84,19,"1","Y",150000,"P I F",150000,127500,"1",0.94147913712093,1,1,1,0,0,0
"D. CUSTER DBA DARRIN'S AUTOMOT","HSBC BK USA NATL ASSOC",60,2,"2","N",20000,"P I F",20000,18000,"1",0.695421463428596,1,1,1,0,0,0
"KFC OF STATESVILLE","CENTRALINA DEVEL CORPORATION I",240,1,"1","N",371000,"P I F",371000,371000,"1",0.995100688946197,1,1,1,0,0,0
"ETCHED IMAGES","COMMUNITY W. BANK NATL ASSOC",120,20,"1","N",150000,"P I F",150000,127500,"1",0.933103038278761,1,1,1,0,0,0
"MEGA PRODUCTS","WELLS FARGO BANK NATL ASSOC",12,2,"1","N",50000,"P I F",50000,25000,"1",0.446307905659413,0,0,0,0,0,1
"MFE, Inc.","NEW VENTURES CAP. DEVEL CO",240,1,"2","N",292000,"P I F",292000,292000,"1",0.994276146684229,1,1,1,0,0,0
"SALUD CLINICA MEDICA","COMMUNITY W. BANK NATL ASSOC",300,14,"1","N",1237000,"P I F",1237000,927750,"1",0.998055615355645,1,1,1,0,0,0
"R & J PERFORMANCE","MANUFACTURERS & TRADERS TR CO",120,1,"2","Y",30000,"P I F",30000,24000,"1",0.965129169424951,1,1,1,0,0,0
"BRANCH & ASSOCIATES INSURANCE","BANK OF LAS VEGAS",87,8,"1","Y",48000,"P I F",48000,40800,"1",0.941005350539849,1,1,1,0,0,0
"Diamond Window Tinting","UMPQUA BANK",54,8,"1","N",35000,"CHGOFF",35000,29750,"0",0.715901801649806,1,0,0,0,1,0
"A & B FIRE PROTECTION","WELLS FARGO BANK NATL ASSOC",83,2,"1","N",46992,"P I F",25000,12500,"1",0.82831702337995,1,1,1,0,0,0
"KENNEDY'S ALIGNMENT","BANK OF THE WEST",180,2,"1","N",94373,"P I F",94373,47186,"1",0.979588789005976,1,1,1,0,0,0
"FIRE & ICE ALASKA GOLD DESIGN","FIRST BANK",84,1,"2","N",96600,"P I F",96600,86940,"1",0.79714345550787,1,1,1,0,0,0
"Tech Edge Manufacturing","U.S. BANK NATIONAL ASSOCIATION",84,10,"2","N",21838,"P I F",15000,7500,"1",0.819672687010275,1,1,1,0,0,0
"OYEMEKUN, INC. DBA SPIRITS OF","PREMIER BANK",120,2,"1","N",287600,"P I F",287600,215700,"1",0.908840658833192,1,1,1,0,0,0
"HAMILTON ENTERPRISES INCORPORA","U.S. BANK NATIONAL ASSOCIATION",84,6,"1","N",26800,"P I F",20000,10000,"1",0.837642220900298,1,1,1,0,0,0
"VILLA ELECTRIC, INC","BANK OF THE SIERRA",14,12,"1","N",210000,"P I F",200000,150000,"1",0.470719536744505,0,0,0,0,0,1
"LABSCO REALTY INC","CAPITAL ACCESS CORP - KENTUCKY",240,27,"1","N",222000,"P I F",222000,222000,"1",0.996606229452055,1,1,1,0,0,0
"CLEAN TEK FLOOR SYSTEMS","FIRST BANK",12,5,"1","N",25000,"P I F",25000,20000,"1",0.464465905168207,0,0,0,0,0,1
"PEG'S CARE","HARBOR COMMUNITY BANK",300,2,"1","Y",70000,"P I F",70000,63000,"1",0.999639382174329,1,1,1,0,0,0
"PACIFIC SHAVING COMPANY LLC","AMER EXPRESS CENTURION BK",84,1,"1","N",32879,"P I F",25000,12500,"1",0.828450277039655,1,1,1,0,0,0
"Kinney Hotel & Fairfax Hotel","VALLEY COMMUNITY BANK",300,8,"1","N",2800000,"P I F",2800000,2520000,"1",0.99671514713456,1,1,1,0,0,0
"Vinmar Waterproofing & Concret","BANK OF AMERICA NATL ASSOC",84,10,"1","N",112500,"P I F",50000,25000,"1",0.846081459675587,1,1,1,0,0,0
"CHRISTOPER JURKIEWICZ","WELLS FARGO BANK NATL ASSOC",240,7,"1","N",110000,"P I F",110000,90200,"1",0.995689273237807,1,1,1,0,0,0
"GLOBAL FOLIAGE INC","BANK OF AMERICA NATL ASSOC",84,4,"1","N",50000,"P I F",50000,25000,"1",0.829201726335026,1,1,1,0,0,0
"FLEXOGRAPHIC TECHNICAL SERVICE","BANKCHEROKEE",84,5,"1","Y",75000,"P I F",75000,60000,"1",0.933334734477291,1,1,1,0,0,0
"BILLY THE KID HAIR DESIGNS","FIRST NATL BK OF SANTA FE",240,14,"1","N",185000,"P I F",185000,148000,"1",0.995852198612598,1,1,1,0,0,0
"RUPPEL, LINDA J., DDS","WELLS FARGO BANK NATL ASSOC",84,1,"2","N",145000,"P I F",145000,130500,"1",0.793548089426793,1,1,1,0,0,0
"TCBY","TRUSTMARK NATIONAL BANK",31,4,"2","N",22000,"CHGOFF",22000,11000,"0",0.530898226934806,1,0,0,0,1,0
"INNOVATIVE MARINE INC","BANK OF AMERICA NATL ASSOC",84,6,"1","N",50000,"P I F",50000,25000,"1",0.832677829265745,1,1,1,0,0,0
"BOCA CONSIGNMENT INC","BANK OF AMERICA NATL ASSOC",84,1,"2","N",99999,"P I F",50000,25000,"1",0.802431209541595,1,1,1,0,0,0
"B & B GLASS PROTECTION","UPS CAPITAL BUSINESS CREDIT",88,5,"1","N",655000,"CHGOFF",655000,491250,"0",0.786540332873612,1,0,0,0,1,0
"KREHL, ROBERT PAUL","JPMORGAN CHASE BANK NATL ASSOC",240,25,"1","N",340000,"P I F",340000,272952,"1",0.99603331863691,1,1,1,0,0,0
"IRRIPO INC","ZIONS FIRST NATIONAL BANK",60,10,"1","N",35500,"CHGOFF",47000,23500,"0",0.742270920347632,1,0,0,0,1,0
"SUNRISE INDUSTRIES","FIRST NATL BK OF PENNSYLVANIA",60,56,"1","N",60000,"P I F",60000,30000,"1",0.835191100898443,1,1,1,0,0,0
"METROPOLITAN FINANCIAL GROUP I","BANK OF AMERICA NATL ASSOC",84,1,"1","N",50000,"P I F",50000,25000,"1",0.82388041823858,1,1,1,0,0,0
"RSN LENDING INC","BANK OF AMERICA NATL ASSOC",60,4,"1","N",25000,"P I F",25000,12500,"1",0.734041141726551,1,1,1,0,0,0
"VECTOR HEATING AND COOLING","BANK OF AMERICA NATL ASSOC",28,5,"1","N",50000,"CHGOFF",50000,45000,"0",0.560517048468791,1,0,0,0,1,0
"WONDER YEARS CHILD CARE CNTR","BANK OF AMERICA NATL ASSOC",50,16,"2","N",67000,"P I F",67000,56950,"1",0.674076341242762,1,1,1,0,0,0
"CARMAN CARTAGE CO., INC.","FIRST NATIONAL BANK OF OMAHA",240,1,"1","N",112323,"P I F",115500,86625,"1",0.995279043811683,1,1,1,0,0,0
"LOS BANOS EXPRESS OIL & LUBE I","BRIDGE BANK NATL ASSOC",120,5,"1","N",465000,"P I F",465000,348750,"1",0.901868921656583,1,1,1,0,0,0
"ALMA ROSE GARCIA","WELLS FARGO BANK NATL ASSOC",237,2,"2","N",293000,"CHGOFF",293000,219750,"0",0.993255608811903,1,0,0,0,1,0
"An Angel's Paradise Day Spa &","FIRST NATIONAL BANK AND TRUST",96,2,"2","N",22000,"P I F",22000,11000,"1",0.845230868572944,1,1,1,0,0,0
"D-VAL, INC.","FIFTH THIRD BANK",144,9,"1","N",225000,"P I F",225000,191250,"1",0.954783385080078,1,1,1,0,0,0
"SRA  Services LLC","MOUNTAIN AMERICA FCU",59,1,"1","N",65000,"CHGOFF",30000,15000,"0",0.726391828024687,1,0,0,0,1,0
"THE GONDOLIER","WELLS FARGO BANK NATL ASSOC",180,10,"1","N",675000,"P I F",675000,506250,"1",0.973799614804217,1,1,1,0,0,0
"SRV, INC.","CITIBANK, N.A.",21,4,"1","Y",95000,"CHGOFF",95000,76000,"0",0.743697674390888,1,0,0,0,1,0
"SANFORD FIRE APPARATUS CORP.","JPMORGAN CHASE BANK NATL ASSOC",5,34,"1","N",105000,"P I F",105000,89250,"1",0.500968996351908,1,1,1,0,0,0
"Lawrence Coleman","JPMORGAN CHASE BANK NATL ASSOC",84,1,"2","N",18000,"P I F",10000,5000,"1",0.803578278325231,1,1,1,0,0,0
"(BOB)STONE FREEWAY AUTOCENTER","OREGON BUS. DEVEL CORP",240,57,"1","N",1131000,"P I F",1131000,1131000,"1",0.996880686813107,1,1,1,0,0,0
"COTTAGE BY THE BAY","CITIZENS BANK NATL ASSOC",84,1,"1","N",26000,"P I F",26000,13000,"1",0.827407312441363,1,1,1,0,0,0
"U.S. DISPOSAL, INC.","TEXAS ST. BANK A DIVISION OF",84,20,"1","N",372395,"P I F",372395,279296,"1",0.829233354959923,1,1,1,0,0,0
"JJS INC GENERAL CONTRACTOR","ORANGE COUNTY BUSINESS BANK",24,17,"1","N",350357,"P I F",350000,175000,"1",0.489791231814279,0,0,0,0,0,1
"LIBERTY LEATHER","WELLS FARGO BANK NATL ASSOC",36,1,"1","N",15715,"P I F",15000,7500,"1",0.598353033539665,1,1,1,0,0,0
"CHOICE WELL SERVICE INC","ZIONS FIRST NATIONAL BANK",120,3,"2","N",253000,"P I F",263000,197250,"1",0.894644780940771,1,1,1,0,0,0
"COMMONWEALTH AMBULANCE SERVICE","BANK OF AMERICA NATL ASSOC",84,10,"1","N",5000,"P I F",5000,2500,"1",0.845554965488142,1,1,1,0,0,0
"MCKINLEY'S CORPORATION","SECURANT BANK & TRUST",60,20,"1","Y",98000,"P I F",98000,88200,"1",0.903303304149844,1,1,1,0,0,0
"COSTA SPRAYING INC","WELLS FARGO BANK NATL ASSOC",60,1,"1","N",72837,"P I F",50000,25000,"1",0.725287834458985,1,1,1,0,0,0
"BEN FRANKLIN STORE","REGIONS BANK",84,21,"1","N",130000,"P I F",200000,170000,"1",0.842904220306188,1,1,1,0,0,0
"LADY SAVANNAH CRUISES","1ST NATL BK OF MOOSE LAKE",114,9,"1","Y",115000,"CHGOFF",115000,86250,"0",0.967529190218133,1,0,0,0,1,0
"LEIGH ANN DEGIROLANO DBA CANDL","CAPITAL ONE NATL ASSOC",84,1,"1","N",20000,"P I F",20000,10000,"1",0.828280253894504,1,1,1,0,0,0
"ROTH, MILLER & MOYER","WELLS FARGO BANK NATL ASSOC",86,6,"2","N",110000,"P I F",110000,99000,"1",0.813584753349219,1,1,1,0,0,0
"EX-CEL MILLING, INC.","TIPTON LATHAM BANK NATL ASSOC",12,9,"1","N",100000,"P I F",100000,90000,"1",0.46914265500281,0,0,0,0,0,1
"RAMONA FABRIC & CRAFT","PACIFIC WESTERN BANK",120,1,"2","Y",45000,"P I F",55000,44000,"1",0.964349053885788,1,1,1,0,0,0
"ICIT INC","AMER EXPRESS CENTURION BK",84,1,"1","N",45075,"P I F",25000,12500,"1",0.829831806234174,1,1,1,0,0,0
"CARLSON TRUCKING","BANK OF THE WEST",84,11,"2","N",33000,"P I F",33000,24750,"1",0.819698077989554,1,1,1,0,0,0
"THE OLIVER INN","1ST SOURCE BANK",82,5,"2","N",40000,"P I F",20000,10000,"1",0.803528986054768,1,1,1,0,0,0
"TOGO'S EATERY","WELLS FARGO BANK NATL ASSOC",84,23,"1","Y",40000,"P I F",40000,36000,"1",0.947267306362331,1,1,1,0,0,0
"ECONO LODGE-SILVER SPRINGS, FL","BRANCH BK. & TR CO",180,7,"1","N",550000,"P I F",550000,462550,"1",0.976625330546276,1,1,1,0,0,0
"UNITED CATERING, INC.","FORUM CU",120,25,"1","N",153000,"P I F",153000,114750,"1",0.935478144414844,1,1,1,0,0,0
"CATALINA RUG GALLERY INC","BANK OF AMERICA NATL ASSOC",60,1,"1","N",21400,"P I F",21400,10700,"1",0.727461348613013,1,1,1,0,0,0
"T.A.D. ENTERPRISES IV, INC.","JPMORGAN CHASE BANK NATL ASSOC",47,35,"1","N",50000,"CHGOFF",50000,25000,"0",0.741450603339125,1,0,0,0,1,0
"Jillian's Columbia Management","BUSINESS DEVEL CORP OF SO. CAR",72,52,"1","N",150000,"P I F",150000,127500,"1",0.864213037244094,1,1,1,0,0,0
"ULTIMATE FLYERS INC.","BANCO POPULAR NORTH AMERICA",12,6,"1","N",88359,"CHGOFF",50000,25000,"0",0.466192510777714,0,1,0,1,0,0
"BROADWAY COSTUMES","SOUTH CENT. BANK NATL ASSOC",60,13,"1","N",65000,"P I F",65000,55250,"1",0.753589293326871,1,1,1,0,0,0
"E & K CLAIMS","MIDDLEFIELD BK. CO",60,1,"2","Y",9000,"P I F",9000,7200,"1",0.865001004899545,1,1,1,0,0,0
"THAD L. WOODARD","FDIC/ALLIANCE BANK",214,9,"1","N",493000,"CHGOFF",493000,182410,"0",0.986566822715531,1,0,0,0,1,0
"V-CARE PHARMACY INC","JPMORGAN CHASE BANK NATL ASSOC",36,2,"1","N",10000,"P I F",10000,5000,"1",0.602408975110822,1,1,1,0,0,0
"MCNEELY AIR CONDITIONING & HEA","TRUSTMARK NATIONAL BANK",93,20,"1","N",380000,"P I F",380000,285000,"1",0.857719627337944,1,1,1,0,0,0
"Southern Cut, Inc.","PNC BANK, NATIONAL ASSOCIATION",180,5,"1","N",920000,"P I F",920000,828000,"1",0.973002317546141,1,1,1,0,0,0
"PANTOPS MASSAGE CENTER","BBCN BANK",84,1,"2","N",5000,"P I F",5000,4250,"1",0.803763980753425,1,1,1,0,0,0
"NORTHWEST OHIO SPEECH LANGUAGE","THE HUNTINGTON NATIONAL BANK",132,12,"1","N",50711,"P I F",20000,10000,"1",0.94856837906815,1,1,1,0,0,0
"M & M AUTO","HAMLIN NATIONAL BANK",240,2,"1","Y",50000,"P I F",50000,40000,"1",0.998427802419613,1,1,1,0,0,0
"Ltc International, Llc","BBCN BANK",60,4,"1","N",35000,"CHGOFF",35000,29750,"0",0.735420721427573,1,0,0,0,1,0
"YIKES!","GRANDPOINT BANK",84,2,"1","Y",110000,"P I F",110000,82500,"1",0.929122512245412,1,1,1,0,0,0
"Foto Fiesta Finishing Inc","U.S. BANK NATIONAL ASSOCIATION",60,1,"1","N",38700,"P I F",38700,19350,"1",0.72394586988738,1,1,1,0,0,0
"Erin P. Shields dba Shields Af","SANTANDER BANK NATL ASSOC",36,2,"2","N",5000,"P I F",5000,2500,"1",0.559549599194697,1,1,1,0,0,0
"WHITMORE'S TAXIDERMY & WILDLIF","GREAT WESTERN BANK",120,2,"1","N",46300,"P I F",46300,41670,"1",0.922052331056973,1,1,1,0,0,0
"KIDS KINGDOM","WHITNEY BANK",180,10,"1","N",76204,"P I F",76204,38102,"1",0.981810945660319,1,1,1,0,0,0
"TILE CONCEPTS, INC.","WELLS FARGO BANK NATL ASSOC",163,12,"1","N",550000,"CHGOFF",550000,412500,"0",0.96461942199121,1,0,0,0,1,0
"ELITE CLINICAL LABORATORY, INC","SPIRIT OF TEXAS BANK, SSB",84,60,"1","N",250000,"P I F",250000,225000,"1",0.901125951731704,1,1,1,0,0,0
"T-SHIRTS PLUS OF LAREDO","GE CAP. SMALL BUS. FINAN CORP",96,1,"2","N",130000,"P I F",130000,117000,"1",0.838678948073396,1,1,1,0,0,0
"MENARD, MARY & RUSHINSKI, EUGE","TD BANK, NATIONAL ASSOCIATION",240,3,"2","Y",100000,"P I F",100000,80000,"1",0.998082708241756,1,1,1,0,0,0
"PETE MORGAN BUILDER INC","COMPASS BANK",26,6,"1","N",116865,"CHGOFF",50000,25000,"0",0.557663796453739,1,0,0,0,1,0
"WONDER WORLD PRESCHOOL","MUFG UNION BANK NATL ASSOC",300,6,"1","N",880000,"P I F",880000,660000,"1",0.998308386222769,1,1,1,0,0,0
"LOOK'N GOOD FEEL'N GOOD","YELLOWSTONE BANK",180,2,"1","Y",70000,"P I F",70000,56000,"1",0.993077708003612,1,1,1,0,0,0
"EPHRATA LUMBER CO., INC.","AMERICANWEST BANK",102,8,"1","N",155000,"P I F",155000,131237,"1",0.88501698384015,1,1,1,0,0,0
"Miller Brothers Hardwood Floor","U.S. BANK NATIONAL ASSOCIATION",59,3,"1","N",126537,"CHGOFF",50000,25000,"0",0.733789385345628,1,0,0,0,1,0
"PETER'S NURSERY INC","PNC BANK, NATIONAL ASSOCIATION",27,1,"1","N",35000,"P I F",35000,17500,"1",0.538986776712312,1,1,1,0,0,0
"JIMMY JOHNS","BADGER BANK",84,27,"1","Y",140000,"P I F",140000,105000,"1",0.945964481124971,1,1,1,0,0,0
"AMAZING FASHION, THE","SOUTHWEST SECURITIES, FSB",84,82,"1","N",500000,"P I F",500000,375000,"1",0.905686046103718,1,1,1,0,0,0
"TILE ITALIA, INC.","CALIFORNIA BANK & TRUST",59,2,"1","N",70000,"CHGOFF",50000,25000,"0",0.722391219812367,1,0,0,0,1,0
"Cyclo LP Gas","BANCFIRST",95,5,"1","N",667774,"P I F",670000,502500,"1",0.812229084430442,1,1,1,0,0,0
"JULESAN INC","CITIZENS BANK NATL ASSOC",84,28,"1","N",126744,"P I F",50000,25000,"1",0.874164203979891,1,1,1,0,0,0
"EYE & VISION CENTER","SYNOVUS BANK",120,11,"1","N",396000,"P I F",396000,237600,"1",0.905052907985276,1,1,1,0,0,0
"Patsy J. & Leslie E. Proctor","PNC BANK, NATIONAL ASSOCIATION",34,2,"1","N",76000,"CHGOFF",76000,38000,"0",0.574184953883131,1,0,0,0,1,0
"CHEER GYM INC","TD BANK, NATIONAL ASSOCIATION",84,10,"2","N",90000,"P I F",90000,45000,"1",0.807228266180235,1,1,1,0,0,0
"ARCTEK SATELLITE PRODUCTIONS L","SUNRISE BANKS NATL ASSOC",84,5,"1","N",50000,"P I F",50000,42500,"1",0.834387687253841,1,1,1,0,0,0
"Griffiths Enterprise, LLC dba","BANK OF AMERICA NATL ASSOC",72,7,"2","N",98000,"P I F",98000,49000,"1",0.74869713599338,1,1,1,0,0,0
"CBS PHYICAL THERAPY","FROST BANK",84,4,"2","N",145000,"P I F",145000,123250,"1",0.79791823121507,1,1,1,0,0,0
"KELLER WILLIAMS PRINCETON REAL","FULTON BANK OF NEW JERSEY",60,23,"2","N",140000,"P I F",200000,150000,"1",0.713604436927191,1,1,1,0,0,0
"ARROW BODY WERKZ,","EMPRISE BANK",60,3,"1","Y",46000,"P I F",46000,36800,"1",0.885074100297744,1,1,1,0,0,0
"GREEN ACRES LANDSCAPE","ASSOCIATED BANK NATL ASSOC",84,10,"1","N",50000,"P I F",50000,40000,"1",0.842292344028956,1,1,1,0,0,0
"THE PORTFOLIO","JPMORGAN CHASE BANK NATL ASSOC",60,2,"2","N",100000,"P I F",100000,90000,"1",0.687633414581492,1,1,1,0,0,0
"TORTILLA FLATS, INC.","BANK OF THE WEST",180,1,"2","N",550000,"P I F",550000,467500,"1",0.970226668990333,1,1,1,0,0,0
"N and T Inc.","WILSHIRE BANK",120,0,"2","N",160000,"P I F",160000,120000,"1",0.898327446230198,1,1,1,0,0,0
"DESIGNER DECAL, INC.","UMPQUA BANK",48,35,"1","N",30000,"P I F",30000,25500,"1",0.752753335293469,1,1,1,0,0,0
"CITIZENS TITLE GROUP, INC.","SYNOVUS BANK",56,6,"1","N",275000,"P I F",275000,206250,"1",0.68641113881854,1,1,1,0,0,0
"INNOVATIVE AUDIO, INC","SUNTRUST BANK",96,4,"2","Y",65000,"P I F",65000,52000,"1",0.939717567332365,1,1,1,0,0,0
"LEE EDWARD PIERCE","WELLS FARGO BANK NATL ASSOC",83,1,"1","N",108843,"P I F",50000,25000,"1",0.827115233758904,1,1,1,0,0,0
